session	condition	response	item	baseline
2	Cued	1.0	1300	-1.0416666666666663
2	Cued	1.0	1930	-1.0416666666666663
2	Cued	1.0	2095	-0.0416666666666665
2	Cued	1.0	2717	-1.0416666666666663
2	Cued	1.0	3016	0.9583333333333336
2	Cued	2.0	3051	0.9583333333333336
2	Cued	4.0	3170	1.9583333333333333
2	Cued	3.0	6021	-0.0416666666666665
2	Cued	1.0	6242	-0.0416666666666665
2	Cued	2.0	6550	0.9583333333333336
2	Cued	1.0	8485	-0.0416666666666665
2	Cued	1.0	9000	-1.0416666666666663
2	Cued	1.0	9230	-1.0416666666666663
2	Cued	1.0	9252	0.9583333333333336
2	Cued	3.0	9253	0.9583333333333336
2	Cued	1.0	9254	-0.0416666666666665
2	Cued	2.0	9320	0.9583333333333336
2	Cued	2.0	9420	0.9583333333333336
2	Cued	1.0	9423	-1.0416666666666663
2	Cued	1.0	9425	-0.0416666666666665
2	Cued	1.0	9429	-0.0416666666666665
2	Cued	1.0	9630	-1.0416666666666663
2	Cued	1.0	9800	-0.0416666666666665
2	Cued	1.0	9900	-1.0416666666666663
3	Cued	n/a	1300	-1.0416666666666663
3	Cued	n/a	1930	-1.0416666666666663
3	Cued	n/a	2095	-0.0416666666666665
3	Cued	n/a	2717	-1.0416666666666663
3	Cued	n/a	3016	0.9583333333333336
3	Cued	n/a	3051	0.9583333333333336
3	Cued	n/a	3170	1.9583333333333333
3	Cued	n/a	6021	-0.0416666666666665
3	Cued	n/a	6242	-0.0416666666666665
3	Cued	n/a	6550	0.9583333333333336
3	Cued	n/a	8485	-0.0416666666666665
3	Cued	n/a	9000	-1.0416666666666663
3	Cued	n/a	9230	-1.0416666666666663
3	Cued	n/a	9252	0.9583333333333336
3	Cued	n/a	9253	0.9583333333333336
3	Cued	n/a	9254	-0.0416666666666665
3	Cued	n/a	9320	0.9583333333333336
3	Cued	n/a	9420	0.9583333333333336
3	Cued	n/a	9423	-1.0416666666666663
3	Cued	n/a	9425	-0.0416666666666665
3	Cued	n/a	9429	-0.0416666666666665
3	Cued	n/a	9630	-1.0416666666666663
3	Cued	n/a	9800	-0.0416666666666665
3	Cued	n/a	9900	-1.0416666666666663
2	Uncued	1.0	1112	-1.0416666666666663
2	Uncued	1.0	2799	-1.0416666666666663
2	Uncued	1.0	2800	-1.0416666666666663
2	Uncued	3.0	3068	1.9583333333333333
2	Uncued	1.0	3210	-1.0416666666666663
2	Uncued	1.0	3215	-1.0416666666666663
2	Uncued	2.0	3225	-0.0416666666666665
2	Uncued	1.0	3230	-0.0416666666666665
2	Uncued	4.0	3261	1.9583333333333333
2	Uncued	2.0	3301	0.9583333333333336
2	Uncued	1.0	6000	-1.0416666666666663
2	Uncued	2.0	6315	-0.0416666666666665
2	Uncued	2.0	6560	-0.0416666666666665
2	Uncued	1.0	6834	-1.0416666666666663
2	Uncued	2.0	9041	-0.0416666666666665
2	Uncued	2.0	9050	-1.0416666666666663
2	Uncued	1.0	9301	-0.0416666666666665
2	Uncued	4.0	9405	1.9583333333333333
2	Uncued	3.0	9410	1.9583333333333333
2	Uncued	2.0	9424	-0.0416666666666665
2	Uncued	3.0	9571	1.9583333333333333
2	Uncued	1.0	9582	-1.0416666666666663
2	Uncued	1.0	9622	-1.0416666666666663
2	Uncued	2.0	9921	-0.0416666666666665
3	Uncued	n/a	1112	-1.0416666666666663
3	Uncued	n/a	2799	-1.0416666666666663
3	Uncued	n/a	2800	-1.0416666666666663
3	Uncued	n/a	3068	1.9583333333333333
3	Uncued	n/a	3210	-1.0416666666666663
3	Uncued	n/a	3215	-1.0416666666666663
3	Uncued	n/a	3225	-0.0416666666666665
3	Uncued	n/a	3230	-0.0416666666666665
3	Uncued	n/a	3261	1.9583333333333333
3	Uncued	n/a	3301	0.9583333333333336
3	Uncued	n/a	6000	-1.0416666666666663
3	Uncued	n/a	6315	-0.0416666666666665
3	Uncued	n/a	6560	-0.0416666666666665
3	Uncued	n/a	6834	-1.0416666666666663
3	Uncued	n/a	9041	-0.0416666666666665
3	Uncued	n/a	9050	-1.0416666666666663
3	Uncued	n/a	9301	-0.0416666666666665
3	Uncued	n/a	9405	1.9583333333333333
3	Uncued	n/a	9410	1.9583333333333333
3	Uncued	n/a	9424	-0.0416666666666665
3	Uncued	n/a	9571	1.9583333333333333
3	Uncued	n/a	9582	-1.0416666666666663
3	Uncued	n/a	9622	-1.0416666666666663
3	Uncued	n/a	9921	-0.0416666666666665
